Frequenza,Territorio,Indicatore,Luogo di nascita del marito,Luogo di nascita della moglie,Luogo di residenza del marito,Luogo di residenza della moglie,Classe di età del marito al divorzio,Classe di età della moglie al divorzio,Classe di età del marito al matrimonio,Classe di età della moglie al matrimonio,Anno di matrimonio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,29,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,14,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,28,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,25,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,25,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,18,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,20,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,163,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,170,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,164,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,175,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,106,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,114,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,98,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,412,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,421,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,414,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,422,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,336,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,389,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,413,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,468,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,557,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,542,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,531,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,466,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,602,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,596,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,363,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,464,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,449,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,521,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,476,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,544,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,585,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,230,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,302,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,318,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,368,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,407,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,415,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,443,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,179,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,202,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,206,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,257,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,328,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,264,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Puglia,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,317,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,218,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,276,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,231,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,244,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,235,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,240,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,299,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,13,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,21,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,21,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,19,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,34,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,26,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,48,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,4,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,3,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,4,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,5,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,2,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,1,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,2,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,15,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,21,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,18,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,13,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,11,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,14,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,10,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,31,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,51,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,28,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,36,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,31,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,30,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,35-39 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,39,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,51,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,63,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,50,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,46,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,44,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,46,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,40-44 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,55,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,44,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,58,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,64,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,73,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,56,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,55,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,45-49 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,51,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,33,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,34,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,29,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,32,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,35,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,45,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,50-54 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,61,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,27,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,25,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,17,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,20,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,22,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,23,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Basilicata,divorzi concessi,Totale,Totale,Totale,Totale,55-59 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,33,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,851,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,624,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,769,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,882,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,859,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,1041,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,1038,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,107,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,70,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,91,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,108,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,125,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,147,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,60 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,112,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,0,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,1,,27_385_DF_DCIS_DIVORDEMCONG_5
annuale,Calabria,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,0,,27_385_DF_DCIS_DIVORDEMCONG_5
