Frequenza,Territorio,Indicatore,Rito di celebrazione del matrimonio,Anno di nascita,Età al matrimonio,Stato civile,Anno di cessazione precedente matrimonio,Durata vedovanza/divorzio,Titolo di studio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1996,18 anni,totale,2015,69,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1996 e precedenti,19 anni e più,totale,2015,706,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1997,17 anni,totale,2015,126,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1997,18 anni,totale,2015,139,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1997,18 anni,totale,2016,83,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1997 e precedenti,19 anni e più,totale,2016,766,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1998,16 anni,totale,2015,123,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1998,17 anni,totale,2015,156,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1998,17 anni,totale,2016,134,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1998,18 anni,totale,2016,140,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1998,18 anni,totale,2017,83,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1998 e precedenti,19 anni e più,totale,2017,884,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,15 anni,totale,2015,151,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,16 anni,totale,2015,162,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,16 anni,totale,2016,165,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,17 anni,totale,2016,193,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,17 anni,totale,2017,158,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,18 anni,totale,2017,161,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999,18 anni,totale,2018,113,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,1999 e precedenti,19 anni e più,totale,2018,1032,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,14 anni,totale,2015,163,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,15 anni,totale,2015,214,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,15 anni,totale,2016,186,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,16 anni,totale,2016,218,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,16 anni,totale,2017,223,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,17 anni,totale,2017,216,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,17 anni,totale,2018,190,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,18 anni,totale,2018,227,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000,18 anni,totale,2019,143,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2000 e precedenti,19 anni e più,totale,2019,1146,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,13 anni,totale,2015,178,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,14 anni,totale,2015,230,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,14 anni,totale,2016,227,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,15 anni,totale,2016,237,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,15 anni,totale,2017,208,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,16 anni,totale,2017,222,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,16 anni,totale,2018,160,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,17 anni,totale,2018,196,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,17 anni,totale,2019,175,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,18 anni,totale,2019,200,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001,18 anni,totale,2020,104,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2001 e precedenti,19 anni e più,totale,2020,1202,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,12 anni,totale,2015,177,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,13 anni,totale,2015,226,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,13 anni,totale,2016,223,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,14 anni,totale,2016,232,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,14 anni,totale,2017,244,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,15 anni,totale,2017,283,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,15 anni,totale,2018,205,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,16 anni,totale,2018,259,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,16 anni,totale,2019,179,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,17 anni,totale,2019,212,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,17 anni,totale,2020,146,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,18 anni,totale,2020,160,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002,18 anni,totale,2021,133,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2002 e precedenti,19 anni e più,totale,2021,1597,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,11 anni,totale,2015,270,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,12 anni,totale,2015,287,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,12 anni,totale,2016,259,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,13 anni,totale,2016,313,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,13 anni,totale,2017,290,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,14 anni,totale,2017,261,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,14 anni,totale,2018,233,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,15 anni,totale,2018,252,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,15 anni,totale,2019,198,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,16 anni,totale,2019,210,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,16 anni,totale,2020,144,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,17 anni,totale,2020,180,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,17 anni,totale,2021,186,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,18 anni,totale,2021,258,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003,18 anni,totale,2022,177,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2003 e precedenti,19 anni e più,totale,2022,2097,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,10 anni,totale,2015,277,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,11 anni,totale,2015,304,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,11 anni,totale,2016,255,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,12 anni,totale,2016,314,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,12 anni,totale,2017,287,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,13 anni,totale,2017,300,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,13 anni,totale,2018,231,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,14 anni,totale,2018,312,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,14 anni,totale,2019,187,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,15 anni,totale,2019,245,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,15 anni,totale,2020,151,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,16 anni,totale,2020,216,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,16 anni,totale,2021,208,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,17 anni,totale,2021,294,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,17 anni,totale,2022,233,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,18 anni,totale,2022,277,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004,18 anni,totale,2023,167,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2004 e precedenti,19 anni e più,totale,2023,2797,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,10 anni,totale,2015,370,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,10 anni,totale,2016,322,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,11 anni,totale,2016,374,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,11 anni,totale,2017,303,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,12 anni,totale,2017,382,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,12 anni,totale,2018,273,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,13 anni,totale,2018,304,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,13 anni,totale,2019,243,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,14 anni,totale,2019,326,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,14 anni,totale,2020,167,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,15 anni,totale,2020,228,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,15 anni,totale,2021,245,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,16 anni,totale,2021,268,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,16 anni,totale,2022,260,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,17 anni,totale,2022,290,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,17 anni,totale,2023,259,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,18 anni,totale,2023,295,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,18 anni,totale,2024,193,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005,9 anni,totale,2015,326,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2005 e precedenti,19 anni e più,totale,2024,3674,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,10 anni,totale,2016,414,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,10 anni,totale,2017,334,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,11 anni,totale,2017,367,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,11 anni,totale,2018,282,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,12 anni,totale,2018,367,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,12 anni,totale,2019,243,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,13 anni,totale,2019,332,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,13 anni,totale,2020,181,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,14 anni,totale,2020,219,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,14 anni,totale,2021,257,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,15 anni,totale,2021,320,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,15 anni,totale,2022,282,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,16 anni,totale,2022,333,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,16 anni,totale,2023,291,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,17 anni,totale,2023,333,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,17 anni,totale,2024,245,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,18 anni,totale,2024,259,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,8 anni,totale,2015,331,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,9 anni,totale,2015,430,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2006,9 anni,totale,2016,333,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,10 anni,totale,2017,450,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,10 anni,totale,2018,352,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,11 anni,totale,2018,435,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,11 anni,totale,2019,301,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,12 anni,totale,2019,339,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,12 anni,totale,2020,229,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,13 anni,totale,2020,270,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,13 anni,totale,2021,276,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,14 anni,totale,2021,361,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,14 anni,totale,2022,304,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,15 anni,totale,2022,375,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,15 anni,totale,2023,309,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,16 anni,totale,2023,338,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,16 anni,totale,2024,247,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,17 anni,totale,2024,324,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,7 anni,totale,2015,403,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,8 anni,totale,2015,472,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,8 anni,totale,2016,368,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,9 anni,totale,2016,461,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2007,9 anni,totale,2017,416,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,10 anni,totale,2018,519,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,10 anni,totale,2019,338,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,11 anni,totale,2019,418,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,11 anni,totale,2020,211,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,12 anni,totale,2020,304,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,12 anni,totale,2021,312,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,13 anni,totale,2021,408,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,13 anni,totale,2022,331,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,14 anni,totale,2022,416,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,14 anni,totale,2023,338,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,15 anni,totale,2023,379,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,15 anni,totale,2024,266,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,16 anni,totale,2024,318,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,6 anni,totale,2015,461,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,7 anni,totale,2015,565,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,7 anni,totale,2016,412,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,8 anni,totale,2016,525,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,8 anni,totale,2017,459,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,9 anni,totale,2017,476,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2008,9 anni,totale,2018,397,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,10 anni,totale,2019,420,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,10 anni,totale,2020,220,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,11 anni,totale,2020,302,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,11 anni,totale,2021,264,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,12 anni,totale,2021,415,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,12 anni,totale,2022,374,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,13 anni,totale,2022,409,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,13 anni,totale,2023,331,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,14 anni,totale,2023,400,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,14 anni,totale,2024,283,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,16 anni e più,divorziata/o,2009,15 anni,totale,2024,322,,24_447_DF_DCIS_SPOSI_3
