Frequenza,Territorio,Indicatore,Rito di celebrazione del matrimonio,Anno di nascita,Età al matrimonio,Stato civile,Anno di cessazione precedente matrimonio,Durata vedovanza/divorzio,Titolo di studio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2011,8 anni,totale,2020,53,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2011,9 anni,totale,2020,75,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2011,9 anni,totale,2021,65,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,10 anni,totale,2022,99,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,10 anni,totale,2023,74,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,11 anni,totale,2023,91,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,11 anni,totale,2024,90,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,12 anni,totale,2024,106,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,2 anni,totale,2015,73,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,3 anni,totale,2015,92,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,3 anni,totale,2016,74,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,4 anni,totale,2016,80,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,4 anni,totale,2017,79,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,5 anni,totale,2017,86,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,5 anni,totale,2018,91,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,6 anni,totale,2018,117,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,6 anni,totale,2019,91,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,7 anni,totale,2019,99,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,7 anni,totale,2020,67,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,8 anni,totale,2020,79,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,8 anni,totale,2021,62,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,9 anni,totale,2021,94,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2012,9 anni,totale,2022,85,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,1 anni,totale,2015,135,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,10 anni,totale,2023,99,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,10 anni,totale,2024,73,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,11 anni,totale,2024,109,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,2 anni,totale,2015,116,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,2 anni,totale,2016,91,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,3 anni,totale,2016,106,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,3 anni,totale,2017,60,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,4 anni,totale,2017,93,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,4 anni,totale,2018,76,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,5 anni,totale,2018,89,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,5 anni,totale,2019,72,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,6 anni,totale,2019,91,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,6 anni,totale,2020,52,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,7 anni,totale,2020,79,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,7 anni,totale,2021,66,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,8 anni,totale,2021,77,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,8 anni,totale,2022,80,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,9 anni,totale,2022,108,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2013,9 anni,totale,2023,81,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,0 anni,totale,2015,177,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,1 anni,totale,2015,176,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,1 anni,totale,2016,95,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,10 anni,totale,2024,111,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,2 anni,totale,2016,130,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,2 anni,totale,2017,96,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,3 anni,totale,2017,93,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,3 anni,totale,2018,84,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,4 anni,totale,2018,120,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,4 anni,totale,2019,96,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,5 anni,totale,2019,105,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,5 anni,totale,2020,47,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,6 anni,totale,2020,72,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,6 anni,totale,2021,76,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,7 anni,totale,2021,96,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,7 anni,totale,2022,87,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,8 anni,totale,2022,116,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,8 anni,totale,2023,90,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,9 anni,totale,2023,121,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2014,9 anni,totale,2024,94,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,0 anni,totale,2015,229,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,0 anni,totale,2016,285,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,1 anni,totale,2016,253,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,1 anni,totale,2017,160,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,2 anni,totale,2017,157,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,2 anni,totale,2018,147,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,3 anni,totale,2018,155,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,3 anni,totale,2019,146,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,4 anni,totale,2019,127,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,4 anni,totale,2020,83,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,5 anni,totale,2020,132,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,5 anni,totale,2021,115,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,6 anni,totale,2021,154,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,6 anni,totale,2022,147,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,7 anni,totale,2022,165,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,7 anni,totale,2023,146,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,8 anni,totale,2023,182,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,8 anni,totale,2024,104,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2015,9 anni,totale,2024,137,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,0 anni,totale,2016,269,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,0 anni,totale,2017,245,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,1 anni,totale,2017,288,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,1 anni,totale,2018,201,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,2 anni,totale,2018,225,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,2 anni,totale,2019,134,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,3 anni,totale,2019,179,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,3 anni,totale,2020,94,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,4 anni,totale,2020,117,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,4 anni,totale,2021,138,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,5 anni,totale,2021,164,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,5 anni,totale,2022,133,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,6 anni,totale,2022,196,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,6 anni,totale,2023,139,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,7 anni,totale,2023,167,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,7 anni,totale,2024,144,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2016,8 anni,totale,2024,156,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,0 anni,totale,2017,254,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,0 anni,totale,2018,276,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,1 anni,totale,2018,295,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,1 anni,totale,2019,182,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,2 anni,totale,2019,219,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,2 anni,totale,2020,83,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,3 anni,totale,2020,130,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,3 anni,totale,2021,123,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,4 anni,totale,2021,211,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,4 anni,totale,2022,166,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,5 anni,totale,2022,161,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,5 anni,totale,2023,166,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,6 anni,totale,2023,194,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,6 anni,totale,2024,130,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2017,7 anni,totale,2024,175,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,0 anni,totale,2018,247,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,0 anni,totale,2019,256,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,1 anni,totale,2019,247,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,1 anni,totale,2020,142,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,2 anni,totale,2020,160,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,2 anni,totale,2021,126,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,3 anni,totale,2021,173,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,3 anni,totale,2022,160,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,4 anni,totale,2022,184,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,4 anni,totale,2023,159,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,5 anni,totale,2023,213,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,5 anni,totale,2024,160,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2018,6 anni,totale,2024,171,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,0 anni,totale,2019,244,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,0 anni,totale,2020,183,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,1 anni,totale,2020,215,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,1 anni,totale,2021,167,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,2 anni,totale,2021,215,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,2 anni,totale,2022,171,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,3 anni,totale,2022,192,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,3 anni,totale,2023,167,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,4 anni,totale,2023,185,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,4 anni,totale,2024,154,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2019,5 anni,totale,2024,159,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,0 anni,totale,2020,122,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,0 anni,totale,2021,250,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,1 anni,totale,2021,192,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,1 anni,totale,2022,145,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,2 anni,totale,2022,162,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,2 anni,totale,2023,137,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,3 anni,totale,2023,166,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,3 anni,totale,2024,105,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2020,4 anni,totale,2024,141,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,0 anni,totale,2021,205,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,0 anni,totale,2022,261,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,1 anni,totale,2022,256,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,1 anni,totale,2023,181,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,2 anni,totale,2023,199,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,2 anni,totale,2024,162,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2021,3 anni,totale,2024,174,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2022,0 anni,totale,2022,214,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2022,0 anni,totale,2023,322,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2022,1 anni,totale,2023,310,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2022,1 anni,totale,2024,170,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2022,2 anni,totale,2024,193,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2023,0 anni,totale,2023,270,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2023,0 anni,totale,2024,265,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2023,1 anni,totale,2024,265,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,2024,0 anni,totale,2024,212,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2015,3013,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2016,3528,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2017,3799,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2018,4225,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2019,4171,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2020,3278,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2021,4493,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2022,5259,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2023,5717,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,totale,totale,2024,5392,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2015,406,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2016,554,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2017,499,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2018,523,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2019,500,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2020,305,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2021,455,,24_447_DF_DCIS_SPOSI_3
annuale,Italia,spose,tutte le voci,tutte le voci,50-54 anni,divorziata/o,tutte le voci,0 anni,totale,2022,475,,24_447_DF_DCIS_SPOSI_3
