Frequenza,Territorio,Indicatore,Rito di esaurimento,Periodo tra la separazione e l'iscrizione a ruolo del procedimento,Modalità di esaurimento,Con figli affidati,Durata del matrimonio,Anno di matrimonio,Numero di figli,Coniuge che ha presentato la domanda di divorzio con rito giudiziale,Tipo di affidamento,Numero di figli affidati,Età dei figli affidati,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,53,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,48,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,1822,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,2040,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,2262,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,2510,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,2358,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,1450,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,1910,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,1944,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,3496,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,3794,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,4529,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,4691,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,4395,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,2841,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,3414,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,3656,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,1581,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,1697,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,2219,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,2144,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,1990,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,1325,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,1450,,27_945_DF_DCIS_DIVFIG1_8
annuale,Lombardia,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,1664,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,11223,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,12524,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,11553,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,11172,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2019,10484,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2020,8510,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2021,10697,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2022,9849,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2015,72,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2016,79,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2017,92,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2018,111,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2019,36,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2020,62,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,82,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,87,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,2064,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,2344,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,2304,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,2582,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,2580,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,1910,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,2168,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,1897,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,3865,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,4313,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,4368,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,4744,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,4585,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,3391,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,4050,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,3606,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,1728,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,1890,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,1972,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,2051,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,1968,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,1419,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,1801,,27_945_DF_DCIS_DIVFIG1_8
annuale,Nord-est,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,1622,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,484,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,597,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,455,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,428,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2019,442,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2020,378,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2021,373,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2022,391,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2015,0,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2016,1,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2017,2,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2018,3,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2019,2,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2020,0,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,2,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,1,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,74,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,97,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,86,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,85,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,87,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,47,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,40,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,60,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,130,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2016,192,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2017,161,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2018,162,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2019,157,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2020,99,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2021,96,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2022,119,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2015,56,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2016,94,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2017,73,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2018,74,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2019,68,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2020,52,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2021,54,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Bolzano / Bozen,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,moglie,totale,totale,fino a 17 anni,2022,58,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2015,433,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2016,649,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2017,542,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2018,570,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2019,477,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2020,287,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2021,545,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,tutte le voci,totale,totale,fino a 17 anni,2022,370,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2015,3,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2016,5,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2017,2,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2018,6,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2019,1,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2020,8,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2021,0,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,entrambi,totale,totale,fino a 17 anni,2022,2,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2015,109,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2016,108,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2017,137,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2018,160,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2019,102,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2020,56,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2021,104,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,marito,totale,totale,fino a 17 anni,2022,66,,27_945_DF_DCIS_DIVFIG1_8
annuale,Provincia Autonoma Trento,divorzi concessi dal tribunale,totale,totale,totale,totale,totale,tutte le voci,totale,totale divorzi aperti con rito giudiziale,totale,totale,fino a 17 anni,2015,192,,27_945_DF_DCIS_DIVFIG1_8
