Frequenza,Territorio,Indicatore,Luogo di nascita del marito,Luogo di nascita della moglie,Luogo di residenza del marito,Luogo di residenza della moglie,Classe di età del marito al divorzio,Classe di età della moglie al divorzio,Classe di età del marito al matrimonio,Classe di età della moglie al matrimonio,Anno di matrimonio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2019,5,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2020,7,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2021,8,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2022,8,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2015,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2016,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2017,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2018,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2019,6,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2020,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2021,5,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2022,7,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2015,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2016,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2017,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2018,5,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2019,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2020,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2021,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2022,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2015,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2016,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2017,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2018,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2019,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2020,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2021,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2022,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2015,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2016,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2017,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2018,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2019,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2020,4,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2021,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2022,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2015,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2016,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2017,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2018,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2019,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2020,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2021,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15-24 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2022,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2015,638,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2016,966,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2017,819,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2018,754,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2019,766,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2020,606,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2021,684,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2022,646,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2015,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2016,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2017,1,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2018,2,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2019,4,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2020,0,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2021,6,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2022,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2015,75,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2016,124,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2017,115,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2018,125,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2019,106,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2020,80,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2021,96,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,15-24 anni,15 anni e più,15 anni e più,tutte le voci,2022,89,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2015,334,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2016,534,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2017,446,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2018,380,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2019,401,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2020,301,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2021,333,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,25-29 anni,15 anni e più,15 anni e più,tutte le voci,2022,306,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2015,135,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2016,184,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2017,159,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2018,151,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2019,153,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2020,137,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2021,146,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,30-34 anni,15 anni e più,15 anni e più,tutte le voci,2022,145,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2015,46,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2016,65,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2017,42,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2018,47,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2019,50,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2020,44,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2021,49,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,35-39 anni,15 anni e più,15 anni e più,tutte le voci,2022,47,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2015,25,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2016,25,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2017,25,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2018,20,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2019,21,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2020,16,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2021,22,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,40-44 anni,15 anni e più,15 anni e più,tutte le voci,2022,23,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2015,12,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2016,23,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2017,21,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2018,16,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2019,20,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2020,16,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2021,14,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,45-49 anni,15 anni e più,15 anni e più,tutte le voci,2022,15,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2015,4,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2016,5,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2017,7,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2018,11,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2019,9,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2020,9,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2021,12,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,50-54 anni,15 anni e più,15 anni e più,tutte le voci,2022,12,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2015,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2016,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2017,4,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2018,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2019,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2020,3,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2021,6,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,25-29 anni,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2022,6,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2015,3903,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2016,4933,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2017,3976,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2018,3509,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2019,3276,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2020,2551,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2021,2906,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2022,2665,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2015,12,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2016,18,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2017,19,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2018,12,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2019,16,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2020,6,,27_470_DF_DCIS_DIVORDEMCONG1_4
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,30-34 anni,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2021,10,,27_470_DF_DCIS_DIVORDEMCONG1_4
