Frequenza,Territorio,Indicatore,Luogo di nascita del marito,Luogo di nascita della moglie,Luogo di residenza del marito,Luogo di residenza della moglie,Classe di età del marito al divorzio,Classe di età della moglie al divorzio,Classe di età del marito al matrimonio,Classe di età della moglie al matrimonio,Anno di matrimonio,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2011,3495,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2012,4147,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2013,3999,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Italia,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,55-59 anni,15 anni e più,15 anni e più,tutte le voci,2014,4137,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,19307,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,18426,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,18846,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2011,17895,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2012,17589,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2013,17301,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,15 anni e più,15 anni e più,15 anni e più,tutte le voci,2014,17539,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2008,1068,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2009,1105,,27_385_DF_DCIS_DIVORDEMCONG_6
annuale,Nord-ovest,divorzi concessi,Totale,Totale,Totale,Totale,15 anni e più,60 anni e più,15 anni e più,15 anni e più,tutte le voci,2010,1269,,27_385_DF_DCIS_DIVORDEMCONG_6
