Frequenza,Territorio,Indicatore,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2021,82,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2022,103,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,35,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,39,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,38,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,40,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,43,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,39,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,146,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,129,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,112,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,90,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,91,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,105,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,96,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,122,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2015,288.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2016,298.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2017,327.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2018,322,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2019,327.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2020,271.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2021,315.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2022,301.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2015,946,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2016,889,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2017,840,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2018,839,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2019,742,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2020,1052,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2021,1109,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione giudiziale (in giorni),2022,1117,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2015,171,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2016,137,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2017,151,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2018,165,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2019,159,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2020,159,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2021,135,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale (in giorni),2022,124,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,44,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,51,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,49,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,70,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,100,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,103,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,77,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,85,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,205,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,176,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,196,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,199,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,188,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,198,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,168,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,150,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2015,392.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2016,381.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2017,392.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2018,378.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2019,382.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2020,336.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2021,410.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,separazioni concesse rispetto ai coniugati (valori per centomila),2022,353.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Lazio,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2015,886,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2016,1004,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2017,939,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2018,968,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2019,930,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2020,1070,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2021,1059,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione giudiziale (in giorni),2022,1105,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2015,194,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2016,176,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2017,163,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2018,149,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2019,143,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2020,165,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2021,157,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale (in giorni),2022,136,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,34,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,37,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,44,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,47,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,53,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,59,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,61,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,62,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,240,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,215,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,196,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,178,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,171,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,206,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,187,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,162,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2015,282.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2016,323,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2017,328.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2018,339.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2019,338.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2020,268,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2021,380.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,separazioni concesse rispetto ai coniugati (valori per centomila),2022,363.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.3,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Sud,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2015,631,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2016,586,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2017,545,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2018,595,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2019,666,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2020,708,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2021,774,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione giudiziale (in giorni),2022,646,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2015,120,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2016,102,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2017,105,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2018,104,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2019,98,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2020,124,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2021,109,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale (in giorni),2022,102,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,34,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,36,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,45,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,45,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,50,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,51,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,144,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,118,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,119,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,120,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,114,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,151,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,122,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,114,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2015,285.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2016,343.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2017,322.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2018,340.1,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2019,357.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2020,251.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2021,375,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,separazioni concesse rispetto ai coniugati (valori per centomila),2022,349.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2015,1.4,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2016,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2017,1.6,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2018,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2019,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2020,1.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2021,1.8,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Abruzzo,tasso di separazione rispetto agli abitanti (valori per mille),2022,1.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2015,984,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2016,1333,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2017,655,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2018,720,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2019,859,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2020,920,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2021,900,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione giudiziale (in giorni),2022,811,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2015,90,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2016,73,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2017,118,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2018,93,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2019,82,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2020,87,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2021,92,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale (in giorni),2022,60,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2015,28,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2016,26,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2017,35,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2018,45,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2019,41,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2020,62,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2021,58,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale extragiudiziale (in giorni),2022,54,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2015,111,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2016,86,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2017,144,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2018,108,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2019,93,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2020,95,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2021,101,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,durata media del procedimento di separazione consensuale in tribunale (in giorni),2022,63,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,separazioni concesse rispetto ai coniugati (valori per centomila),2015,235.5,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,separazioni concesse rispetto ai coniugati (valori per centomila),2016,260.7,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,separazioni concesse rispetto ai coniugati (valori per centomila),2017,327.9,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,separazioni concesse rispetto ai coniugati (valori per centomila),2018,265.2,,27_474_DF_DCIS_SEPARAZIND1_1
annuale,Molise,separazioni concesse rispetto ai coniugati (valori per centomila),2019,318.9,,27_474_DF_DCIS_SEPARAZIND1_1
