Frequenza,Territorio,Indicatore,TIME_PERIOD,VALUE,OBS_STATUS,SOURCE
annuale,Trentino Alto Adige / Südtirol,numero di separazioni esaurite con rito consensuale,2013,1086,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,numero di separazioni esaurite con rito consensuale,2014,1014,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Trentino Alto Adige / Südtirol,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2007,909,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2008,849,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2009,830,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2010,846,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2011,875,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2012,913,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2013,758,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione giudiziale (in giorni),2014,759,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2007,142,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2008,150,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2009,155,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2010,153,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2011,136,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2012,134,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2013,139,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,durata media del procedimento di separazione consensuale (in giorni),2014,160,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2007,88,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2008,89.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2009,88.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2010,89.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2011,87.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2012,88.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2013,87,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni esaurite con rito consensuale (valori percentuali),2014,86.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2007,18366,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2008,18947,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2009,18950,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2010,20155,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2011,19652,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2012,18945,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2013,18761,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse,2014,18709,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2007,313,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2008,320.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2009,321,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2010,341.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2011,339.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2012,333.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2013,324.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,separazioni concesse rispetto ai coniugati (valori per centomila),2014,319.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2007,16168,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2008,16910,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2009,16696,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2010,18045,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2011,17246,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2012,16696,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2013,16329,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,numero di separazioni esaurite con rito consensuale,2014,16125,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Centro,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2007,894,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2008,739,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2009,772,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2010,767,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2011,744,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2012,834,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2013,733,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione giudiziale (in giorni),2014,685,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2007,146,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2008,147,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2009,141,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2010,125,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2011,125,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2012,132,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2013,126,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,durata media del procedimento di separazione consensuale (in giorni),2014,144,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2007,88.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2008,89.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2009,87.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2010,86.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2011,87.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2012,87.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2013,86.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni esaurite con rito consensuale (valori percentuali),2014,83.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2007,5564,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2008,5889,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2009,5461,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2010,5581,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2011,5562,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2012,5548,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2013,5671,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse,2014,5265,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2007,293.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2008,309.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2009,287.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2010,295.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2011,299.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2012,304.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2013,308,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,separazioni concesse rispetto ai coniugati (valori per centomila),2014,283.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2007,4902,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2008,5273,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2009,4766,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2010,4851,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2011,4861,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2012,4848,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2013,4914,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,numero di separazioni esaurite con rito consensuale,2014,4406,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Toscana,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2007,1261,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2008,883,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2009,903,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2010,1003,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2011,938,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2012,1083,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2013,652,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione giudiziale (in giorni),2014,764,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2007,150,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2008,148,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2009,164,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2010,186,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2011,179,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2012,127,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2013,132,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,durata media del procedimento di separazione consensuale (in giorni),2014,180,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2007,88.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2008,91.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2009,87.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2010,92.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2011,86.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2012,87.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2013,85.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni esaurite con rito consensuale (valori percentuali),2014,85,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2007,1214,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2008,1049,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2009,1187,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2010,1426,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2011,1441,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2012,1337,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2013,1070,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse,2014,1241,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2007,263.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2008,225.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2009,255.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2010,307.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2011,316.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2012,300,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2013,239.7,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,separazioni concesse rispetto ai coniugati (valori per centomila),2014,277.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2007,1072,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2008,956,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2009,1036,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2010,1315,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2011,1241,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2012,1173,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2013,915,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,numero di separazioni esaurite con rito consensuale,2014,1055,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Umbria,tasso di separazione rispetto agli abitanti (valori per mille),2014,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2007,1074,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2008,870,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2009,990,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2010,1012,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2011,924,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2012,887,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2013,717,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione giudiziale (in giorni),2014,801,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2007,95,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2008,109,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2009,101,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2010,126,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2011,95,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2012,70,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2013,93,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,durata media del procedimento di separazione consensuale (in giorni),2014,113,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2007,84,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2008,87.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2009,85.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2010,82.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2011,84.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2012,83.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2013,83.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni esaurite con rito consensuale (valori percentuali),2014,86.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2007,1914,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2008,1992,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2009,1942,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2010,2000,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2011,2099,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2012,1913,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2013,2061,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse,2014,1906,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2007,239.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2008,247.5,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2009,242.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2010,252.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2011,268.9,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2012,249.1,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2013,268.8,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,separazioni concesse rispetto ai coniugati (valori per centomila),2014,249.6,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2007,1607,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2008,1735,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2009,1660,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2010,1643,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2011,1776,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2012,1604,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2013,1724,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,numero di separazioni esaurite con rito consensuale,2014,1651,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2007,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2008,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2009,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2010,1.3,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2011,1.4,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2012,1.2,,27_349_DF_DCIS_SEPARAZIND_1
annuale,Marche,tasso di separazione rispetto agli abitanti (valori per mille),2013,1.3,,27_349_DF_DCIS_SEPARAZIND_1
